Station Name: PHOENIX PARK,,,,,,,,
Station Height: 48 M ,,,,,,,,
Latitude:53.364  ,,,,,,,,
,,,,,,,,
,,,,,,,,
date:  -  00 to 00 utc,,,,,,,,
rain:  -  Precipitation Amount (mm),,,,,,,,
"maxtp: -  Maximum Air Temperature (C)	  ",,,,,,,,
mintp: -  Minimum  Air Temperature (C),,,,,,,,
gmin:  -  09utc Grass Minimum Temperature (C),,,,,,,,
soil:  -  Mean 10cm soil temperature (C),,,,,,,,
cbl:   -  Mean CBL Pressure (hpa),,,,,,,,
ind:   -  Indicator (i),,,,,,,,
,,,,,,,,
date,maxtp,mintp,igmin,gmin,rain,cbl,soil,Good weather
11-Mar-11,9.6,2.7,0,-0.8,9.6,1000.9,5.282,
12-Mar-11,12.1,2.2,0,0.3,0,992.6,6.828,
13-Mar-11,9.1,0.3,0,-2.2,0,996.8,5.629,
14-Mar-11,9.1,-0.7,0,-4.7,0.1,1007,5.83,
15-Mar-11,10.4,-0.1,0,2.6,3,1011.1,6.912,
16-Mar-11,9.4,-1.4,0,-4.8,0,1009.8,5.896,
17-Mar-11,10.4,1.3,0,-4.2,0.5,1011.1,6.521,
18-Mar-11,11.9,-1.3,0,-4.6,0,1019.8,6.92,
19-Mar-11,12.8,0.8,0,-4.4,0.6,1023.7,7.431,
20-Mar-11,15.8,4.4,0,5.6,0.1,1022,9.457,
21-Mar-11,15,4.9,0,-1.5,0.1,1027.3,9.448,
22-Mar-11,15.4,4.1,0,-1.3,0,1032.3,9.974,
23-Mar-11,14.5,1.3,0,-2.7,0,1033.9,8.948,
24-Mar-11,14.7,0.9,0,-3.7,0,1027.7,8.691,
25-Mar-11,11.9,1.8,0,-2.6,0,1017.8,8.642,
26-Mar-11,9.4,-0.7,0,-5.2,0,1011.1,6.96,
27-Mar-11,11.4,2.9,0,-1.5,0,1010.2,8.539,
28-Mar-11,10.9,1.3,0,-3.1,0,1009.2,8.688,
29-Mar-11,12.3,4.5,0,0.1,0.1,1004.5,9.09,
30-Mar-11,16,6.2,0,1.6,1,998.5,10.818,
31-Mar-11,16.2,9.9,0,8.8,1.1,996.3,11.733,
01-Apr-11,15,12.1,0,7.7,0,998.2,11.9,
02-Apr-11,15.3,5.8,0,3.4,10.6,997.9,11.452,
03-Apr-11,12.7,4.3,0,-0.3,0.4,1006,9.778,
04-Apr-11,16.7,3.6,0,-1.6,3.9,1005.3,9.976,
05-Apr-11,18.1,10.8,0,9.5,3.7,1005.8,12.48,
06-Apr-11,19.4,12.1,0,9.8,0.4,1013.8,13.337,
07-Apr-11,16.4,6.3,0,8.9,0.3,1021.2,13.123,
08-Apr-11,16.8,3.4,0,-0.1,0,1022.3,11.98,
09-Apr-11,19.3,7.4,0,3.5,0,1017.4,12.75,
10-Apr-11,21.1,7.2,0,3.7,0,1017.5,14.33,
11-Apr-11,13.9,3.9,0,5.3,0.3,1020,13.5,
12-Apr-11,13.7,3.5,0,-1.5,0.1,1022.2,11.312,
13-Apr-11,13.9,6.1,0,4.9,2.3,1012.2,11.762,
14-Apr-11,13.8,7.3,0,2.6,0.1,1010.1,12.023,
15-Apr-11,15.6,9.1,0,8.7,0,1013.3,13.673,
16-Apr-11,15.2,5.9,0,1.8,0.2,1017.2,13.102,
17-Apr-11,13.5,1.8,0,-1.5,0,1018.8,11.615,
18-Apr-11,17.5,4.9,0,0.6,0,1012.2,12.135,
19-Apr-11,17.3,3.8,0,-0.3,0,1009.2,13.023,
20-Apr-11,19,3.9,0,0,0,1010.2,13.93,
21-Apr-11,18.8,8.1,0,4.5,0,1006.1,15.497,
22-Apr-11,21,7.5,0,3.3,0,1000.8,14.548,
23-Apr-11,16.6,5.3,0,7.9,0,1008.3,15.71,
24-Apr-11,17.1,4.1,0,0.2,0,1016.7,14.573,
25-Apr-11,13,6.3,0,6.5,0,1022.5,14.03,
26-Apr-11,13,6.9,0,3.4,1.1,1023,13.368,
27-Apr-11,15.9,3.5,0,0.4,0,1021.3,14.195,
28-Apr-11,16,4.1,0,0.1,0,1017.5,14.575,
29-Apr-11,16.4,3.2,0,0,0,1011.6,14.562,
30-Apr-11,16.8,9.5,0,6.5,0,1007.8,14.797,
01-May-11,16.9,8.8,0,5.4,0,1006.2,14.853,
02-May-11,15.2,8.9,0,6,0,1008.1,14.725,
03-May-11,13.6,7.2,0,4.7,0,1010.6,14.368,
04-May-11,14.9,8.2,0,4.2,3.2,1010.3,14.938,
05-May-11,15.2,10.4,0,8.9,0.9,1005.9,13.847,
06-May-11,17.4,10,0,6.4,1.2,1002.5,13.927,
07-May-11,17.9,11,0,6.6,9.9,999.2,14.185,
08-May-11,16.7,10.6,0,9.3,0.1,999,14.627,
09-May-11,17.4,11.2,0,8.5,0.3,1005.5,14.552,
10-May-11,18.2,9.4,0,7.3,0.7,1011.4,15.82,
11-May-11,16.3,8.3,0,4,1.3,1013.9,15.163,
12-May-11,15.8,7.8,0,6.9,0.2,1013.2,15.245,
13-May-11,13.5,5.8,0,3.8,4.5,1012.6,14.523,
14-May-11,14,5.9,0,2.3,3.3,1017.2,13.195,
15-May-11,14.7,5.9,0,2.7,1,1019.5,12.79,
16-May-11,16.4,10.9,0,9.5,0.6,1016,13.985,
17-May-11,16.6,11.7,0,11.6,0.3,1010.2,15.155,
18-May-11,16,6.2,0,6.3,1,1008,15.325,
19-May-11,14.4,4.3,0,-0.2,0.1,1011.1,13.695,
20-May-11,15.6,5.8,0,4.8,0.6,1009.5,14.555,
21-May-11,16,4.7,0,1.4,4.9,1004.7,13.2,
22-May-11,15.6,7.9,0,4.7,2.1,1002.8,13.57,
23-May-11,14.8,6.3,0,7.6,3.3,1005,14.415,
24-May-11,16.1,5.4,0,2.4,0.5,1016.2,14.29,
25-May-11,15.1,8.4,0,4.1,0.5,1007.8,13.43,
26-May-11,14.4,5.8,0,9.1,3.9,1004.6,13.92,
27-May-11,13.9,4.8,0,0.4,0.5,1010.8,12.997,
28-May-11,16,9.6,0,9.6,0.8,1003.2,14.882,
29-May-11,17.3,9.4,0,10,0.2,1000.6,16.343,
30-May-11,14.4,4.4,0,7.6,2.1,1006.2,16.323,
31-May-11,17.4,3.8,0,-1,0.1,1014.2,15.505,
01-Jun-11,20.2,10.8,0,8.3,0.1,1022.4,16.538,
02-Jun-11,20.7,9.5,0,9.4,0,1028.4,18.99,
03-Jun-11,22.4,8.6,0,2.9,0,1027.6,20.105,
04-Jun-11,19.2,9,0,4.1,0,1020.8,19.91,
05-Jun-11,13.2,7.5,0,11.4,0.7,1010.5,16.66,
06-Jun-11,15.9,5,0,-0.6,0,1000,16.305,
07-Jun-11,14.9,7.7,0,6.9,2.1,992.4,17.017,
08-Jun-11,15.9,6.6,0,2.9,3.6,997.9,16.022,
09-Jun-11,14.5,3.8,0,-0.4,4,1006.1,15.042,
10-Jun-11,14,1.9,0,-1.9,1.1,1009.1,13.948,
11-Jun-11,15.9,4.8,0,0.8,0.1,1010.2,14.807,
12-Jun-11,11.9,4.6,0,-0.6,10.6,1001.3,12.767,
13-Jun-11,19.1,6.6,0,9.6,0.1,1004.1,16.17,
14-Jun-11,18.8,4.4,0,0.2,0,1008.2,16.275,
15-Jun-11,20.1,9.6,0,10.3,0,1003.3,18.855,
16-Jun-11,17.4,7,0,2.2,2.3,1001.2,17.27,
17-Jun-11,16,8.2,0,4.5,8.1,994.5,15.15,
18-Jun-11,17.7,7.4,0,2.8,5.2,996.3,15.595,
19-Jun-11,17.1,7.6,0,4,0,1004.3,15.775,
20-Jun-11,17.9,6,0,1.7,8.5,1002.9,15.15,
21-Jun-11,18.9,10.9,0,10.3,2.6,997.9,16.263,
22-Jun-11,18.8,10.2,0,9.2,1.4,1001.7,16.44,
23-Jun-11,17.9,8.7,0,4.2,0.5,1010.7,16.653,
24-Jun-11,15.1,6.2,0,0.3,12.8,1010.8,14.43,
25-Jun-11,22.8,15,0,11.1,0.3,1009.3,17.558,
26-Jun-11,24,15,0,12.1,0,1010.3,19.145,
27-Jun-11,17.8,9.4,0,12.9,0,1010.2,18.858,
28-Jun-11,18.1,7.5,0,3.3,0.8,1013.7,18.743,
29-Jun-11,17.7,6.6,0,2.6,1.9,1018,17.477,
30-Jun-11,18.3,8.5,0,7.7,0,1021.8,17.693,
01-Jul-11,17.5,8.1,0,4.7,0,1020.5,18.288,
02-Jul-11,18.9,8.4,0,4.9,0,1014.8,18.188,
03-Jul-11,20.2,8.2,0,3.6,0,1011.2,19.36,
04-Jul-11,22.4,10.7,0,6.7,0,1006.8,20.58,
05-Jul-11,21.5,12.6,0,12.6,1.8,1000.4,20.835,
06-Jul-11,18.2,8.6,0,10.3,5.7,992.4,18.61,
07-Jul-11,19.4,8.3,0,5,0.3,989.2,17.093,
08-Jul-11,16.4,10.8,0,10.4,6.6,994,17.195,
09-Jul-11,20.2,9.4,0,5.2,0.1,1004.7,17.657,
10-Jul-11,18.8,10.9,0,7.6,0,1012.6,18.058,
11-Jul-11,17.5,9,0,5.5,0,1016.2,17.632,
12-Jul-11,18.5,10,0,8.4,0,1016.4,18.717,
13-Jul-11,19.3,7.5,0,4,0,1016.5,19.88,
14-Jul-11,22.3,8.6,0,4.8,0.3,1014.7,20.062,
15-Jul-11,18.6,12.1,0,8.3,0.9,1004.9,19.163,
16-Jul-11,19.5,11.7,0,12.6,10.6,991.1,19.333,
17-Jul-11,15.8,11.2,0,9.7,0.7,987.6,16.712,
18-Jul-11,17.4,12.2,0,12,0.6,992.7,16.69,
19-Jul-11,16.6,9.7,0,12.1,0,999.8,16.337,
20-Jul-11,16.5,9.4,0,7.2,0.3,1006,16.405,
21-Jul-11,13.8,7.5,0,10.8,9.3,1012.1,15.243,
22-Jul-11,17.8,6.4,0,3,0,1013.8,15.7,
23-Jul-11,20.7,7.1,0,4.2,0,1010.7,17.827,
24-Jul-11,21.9,11.9,0,10.4,0,1006.8,19.425,
25-Jul-11,20.5,10.4,0,8.3,0,1006.6,18.318,
26-Jul-11,20.5,13.5,0,14.3,0.6,1011.6,18.897,
27-Jul-11,22.9,11.3,0,8.5,6.5,1016.3,20.397,
28-Jul-11,17.2,12.7,0,14.6,2,1019.6,18.392,
29-Jul-11,17.2,11.8,0,11.8,0.7,1019.4,16.355,
30-Jul-11,20.5,10.6,0,8.3,0,1013.3,17.378,
31-Jul-11,21.5,14.4,0,13.1,0.9,1006.3,18.173,
01-Aug-11,18.7,13.5,0,14.4,0.1,1005.5,18.315,
02-Aug-11,20.1,10.6,0,12.1,0.1,1007.7,18.68,
03-Aug-11,19.8,10.1,0,7.4,0,1006.1,18.118,
04-Aug-11,23.6,11.9,0,13.1,0.4,1002.9,19.785,
05-Aug-11,18.1,8,0,2.7,0,1005.4,17.81,
06-Aug-11,17.6,10.3,0,7.3,11.8,998.5,17.478,
07-Aug-11,17.6,10.1,0,7.2,2,995.3,17.075,
08-Aug-11,20.1,9.4,0,6.3,0.1,1006.3,16.772,
09-Aug-11,18.1,7.6,0,2.2,0,1018.1,16.56,
10-Aug-11,18.5,13.4,0,11.1,3.1,1010.3,16.807,
11-Aug-11,21.5,15.4,0,14.8,1.7,1001.7,18.52,
12-Aug-11,20.5,14.2,0,13.5,1,1000.3,18.57,
13-Aug-11,18.5,13.1,0,10.6,0.1,997.1,17.818,
14-Aug-11,19.1,10.6,0,9.7,0.2,1002,18.198,
15-Aug-11,18.9,9.4,0,4.4,7,1006.3,16.728,
16-Aug-11,19.9,8.6,0,12.4,0.7,1007.2,17.673,
17-Aug-11,19.1,6.2,0,0.9,0,1012.8,16.375,
18-Aug-11,17.2,7.9,0,3.5,7.6,1012,15.715,
19-Aug-11,17.1,8.4,0,3.3,0.1,1009,14.76,
20-Aug-11,18.7,9.4,0,3.7,0,1006.6,15.21,
21-Aug-11,20.2,10.1,0,7.4,0,1008.6,16.532,
22-Aug-11,18.6,7.1,0,1.5,0,1013.7,15.952,
23-Aug-11,19.1,7.3,0,2,0,1008.2,16.335,
24-Aug-11,18.8,9.4,0,5,0.2,1002.8,16.965,
25-Aug-11,17.6,8.6,0,3.2,2.1,999.4,15.487,
26-Aug-11,19.5,7.6,0,2.6,0,1002.4,16.058,
27-Aug-11,17.8,9.2,0,6.8,3.8,1008,16.142,
28-Aug-11,17.6,8.5,0,6.4,1.4,1012.2,15.66,
29-Aug-11,16.2,5.4,0,0.1,0,1014.4,14.267,
30-Aug-11,16,10.1,0,9.9,0,1012.6,15.42,
31-Aug-11,15.9,7.2,0,9.9,0,1010.7,15.587,
01-Sep-11,19.7,6.2,0,1.4,0,1005.8,15.602,
02-Sep-11,19.4,14.6,0,11.5,0.5,1000.3,17.403,
03-Sep-11,16.9,7.4,0,13.5,6.3,997.7,16.483,
04-Sep-11,15.9,6.5,0,1,2.5,996.4,13.14,
05-Sep-11,16.2,8.8,0,5.5,4.6,997.2,14.14,
06-Sep-11,16.5,12.1,0,10.5,3.8,994.3,15.01,
07-Sep-11,15.8,10.7,0,9.7,4,1001.5,14.595,
08-Sep-11,18.8,11.7,0,10.6,0.2,998.9,15.575,
09-Sep-11,22.3,14.1,0,13.5,0.3,996.3,17.522,
10-Sep-11,20.2,13.1,0,15.6,0.7,989.5,17.595,
11-Sep-11,17,11.9,0,9.2,2.5,987.4,15.22,
12-Sep-11,17.6,12,0,12.2,0.2,989.1,15.497,
13-Sep-11,15.8,9.5,0,6.8,0.4,1003.1,14.112,
14-Sep-11,16.2,8.2,0,4.6,0,1011.1,13.61,
15-Sep-11,17.1,10.4,0,8.6,0,1012,14.66,
16-Sep-11,18.4,10.9,0,7.8,8.1,1003.6,15.255,
17-Sep-11,16.2,10.1,0,8.6,2.2,996.3,14.425,
18-Sep-11,15.6,10.1,0,7.9,1.5,1000.7,13.792,
19-Sep-11,18.2,10.1,0,8.2,1.3,1003.7,14.343,
20-Sep-11,15,7,0,2.1,0,1007.4,13.253,
21-Sep-11,16,9.1,0,4.2,1.4,1005.6,12.903,
22-Sep-11,17.2,8.4,0,3.2,0.3,1010.6,12.188,
23-Sep-11,17.5,12.1,0,9.9,0,1006,13.823,
24-Sep-11,18.8,10.4,0,5.2,0.1,1002.7,14.708,
25-Sep-11,17.9,11.3,0,8,1.2,1002.7,13.833,
26-Sep-11,18.2,7.2,0,2.4,0,1010.7,13.355,
27-Sep-11,20.4,12,0,7.8,0,1016.8,14.833,
28-Sep-11,25.6,12.5,0,9.1,0,1013.5,16.145,
29-Sep-11,22.4,14.9,0,11.1,0,1011.4,17.308,
30-Sep-11,21.5,14.8,0,12.1,15.2,1011.7,16.208,
01-Oct-11,14.9,13.7,0,13.8,35.4,1016,15.278,
02-Oct-11,18.8,13.9,0,13.8,1.3,1014.3,15.827,
03-Oct-11,21.1,8.6,0,11.5,0.1,1008,15.97,
04-Oct-11,16.4,8.8,0,3.4,0,1009.5,13.68,
05-Oct-11,20.8,9.3,0,11.8,1.5,1002.6,15.127,
06-Oct-11,13.2,6.4,0,3.3,1.4,1006.3,11.835,
07-Oct-11,14.8,7.5,0,7.5,0.2,1015.9,12.363,
08-Oct-11,19.5,8.6,0,2.7,0.2,1016.5,13.818,
09-Oct-11,17.7,15.5,0,14.1,0,1009.2,15.363,
10-Oct-11,16.9,15.1,0,14.3,2.5,1005.7,15.3,
11-Oct-11,17,14.8,0,13.4,0.6,1009.5,15.333,
12-Oct-11,19.1,12.6,0,11.8,0.2,1015.2,15.698,
13-Oct-11,17.9,9.4,0,12.1,0.1,1020.7,15.148,
14-Oct-11,16.3,6.7,0,3.8,0.2,1019.2,12.995,
15-Oct-11,15.6,9.6,0,11.3,1.9,1015.3,13.568,
16-Oct-11,15.1,6.3,0,2.5,0.1,1013,12.007,
17-Oct-11,15,5.1,0,4.3,4.6,1002.2,10.648,
18-Oct-11,12,4.8,0,2.2,0.2,1005.4,8.515,
19-Oct-11,11.6,3.2,0,0.5,0.1,1015.7,7.81,
20-Oct-11,11.5,2.5,0,-0.9,0,1017.5,7.594,
21-Oct-11,14.2,11.1,0,7.5,0,1009.2,10.515,
22-Oct-11,13.7,8,0,8.1,2.1,999.8,10.667,
23-Oct-11,15.4,8,0,6.1,16.7,986.8,10.568,
24-Oct-11,15.8,7.9,0,9.3,71.3,980.2,11.717,
25-Oct-11,12.7,5.2,0,2.2,4.1,985.8,10.177,
26-Oct-11,11.7,4.7,0,0,0,992.5,8.104,
27-Oct-11,12.9,3.7,0,2.2,0,1002.8,8.329,
28-Oct-11,13.4,2.1,0,-1.2,0.1,1012,7.171,
29-Oct-11,16.5,10.6,0,1.2,4.4,1005,11.057,
30-Oct-11,17.5,10.4,0,5.4,0.1,1003.8,11.182,
31-Oct-11,17.7,9.8,0,9.9,3.7,998,12.457,
01-Nov-11,13.8,5.2,0,1.1,0,997.5,9.222,
02-Nov-11,15,12.9,0,3.3,1.6,987.3,11.097,
03-Nov-11,16,8.5,0,10.2, , ,11.66,
04-Nov-11,13.1,2.5,0,1.1,0.1,989.4,9.012,
05-Nov-11,9.9,2.2,0,-3.1,0.1,1007.3,5.967,
06-Nov-11,12.3,-1,0,-5.8,0,1020.1,4.505,
07-Nov-11,11.2,-1.7,0,-6.5,0,1016.7,4.311,
08-Nov-11,11.5,10.6,0,-3.4,0.6,1006.9,8.318,
09-Nov-11,15.7,9.4,0,8.5,0.2,1001.9,10.248,
10-Nov-11,15.1,6.5,0,-0.1,0,1006.3,8.325,
11-Nov-11,13.8,10.8,0,5.3,10.4,1001.6,10.35,
12-Nov-11,13.9,6.2,0,1.5,0.2,1011.4,8.935,
13-Nov-11,15.2,12.5,0,6.8,0,1016.4,10.507,
14-Nov-11,13.8,9.3,0,9.5,0,1014.2,10.46,
15-Nov-11,12.7,6.8,0,6,0,1010.8,9.705,
16-Nov-11,11.7,8.3,0,0.5,9.2,1006.5,8.727,
17-Nov-11,14,5.3,0,-0.5,1.1,1002.5,8.797,
18-Nov-11,15.4,13.1,0,9.1,0.1,1001.2,11.038,
19-Nov-11,13.6,11.6,0,10.1,0,1005.9,10.815,
20-Nov-11,13.5,9.1,0,4.8,0,1007.3,10.438,
21-Nov-11,12.5,6.6,0,1.2,0,1006.8,9.365,
22-Nov-11,9.9,2.3,0,-2.5,0,1012.3,6.591,
23-Nov-11,13.2,9.6,0,-2.4,0,1014,8.26,
24-Nov-11,13.2,6.8,0,9,7.8,1009.5,9.92,
25-Nov-11,8.9,5.3,0,1.6,0.3,1013.9,7.01,
26-Nov-11,13.9,8.5,0,-0.1,0,1008.5,8.68,
27-Nov-11,13.7,4.2,0,3.4,4.5,1009.3,7.55,
28-Nov-11,13.8,4.8,0,-1.6,0.9,1006.2,7.405,
29-Nov-11,13.5,4.2,0,7.8,10,993.5,8.452,
30-Nov-11,10.9,4.4,0,-0.1,5.2,997.8,5.903,
01-Dec-11,6.8,1.6,0,-1.2,0,997.9,4.841,
02-Dec-11,10.4,1.4,0,-5,1.8,999.8,3.847,
03-Dec-11,9.9,5.4,0,1.4,0.5,995.3,5.803,
04-Dec-11,5.8,0.8,0,1,1.3,995.5,4.176,
05-Dec-11,4.6,0.8,0,-2.5,0,999.1,2.319,
06-Dec-11,7.8,1.5,0,-1.9,0.9,997.8,2.819,
07-Dec-11,6.3,3.2,0,-0.1,0.2,1002.1,3.028,
08-Dec-11,11.2,1.8,0,-1.1,3.7,999.1,4.802,
09-Dec-11,4.6,-0.1,0,-2,0,1004.3,2.02,
10-Dec-11,8.2,-0.2,0,-5.7,0.1,1004.8,1.64,
11-Dec-11,8.5,2.4,0,-2.6,2.6,996.5,4.066,
12-Dec-11,10.2,2.7,0,-1.6,3.3,983.6,2.92,
13-Dec-11,5.8,1.1,0,-0.2,2.1,974.7,2.751,
14-Dec-11,5.2,1.2,0,-1.5,3.2,980.1,1.556,
15-Dec-11,5.2,-1.4,0,-2.9,1.4,987.4,1.912,
16-Dec-11,3.6,-1.9,0,-7.5,0.1,992.1,1.227,
17-Dec-11,4.4,-0.1,0,-5.9,0.1,1007.8,1.105,
18-Dec-11,3.9,-0.4,0,-5,0,1013.2,0.779,
19-Dec-11,9.1,3.4,0,-3.6,4.9,1007.6,2.276,
20-Dec-11,10.6,4.9,0,1.5,4.2,1009.5,4.278,
21-Dec-11,12.1,10.4,0,4,0.1,1012,7.534,
22-Dec-11,13,9.4,0,5.1,0,1012.8,7.828,
23-Dec-11,11.9,1.7,0,5.3,5.2,1013.6,6.633,
24-Dec-11,10.1,2.8,0,-1.3,0.6,1017.2,4.856,
25-Dec-11,13.5,10,0,4.1,0.4,1015,8.368,
26-Dec-11,13.6,10,0,8.8,0,1019.2,8.73,
27-Dec-11,10.9,8.8,0,3.9,1.6,1014.5,8.347,
28-Dec-11,9.4,3.5,0,3.1,1.8,1012,6.01,
29-Dec-11,9,4.1,0,0.6,5.5,1014.8,5.359,
30-Dec-11,11.9,4.7,0,0,3.5,1008.5,6.224,
31-Dec-11,13.2,9.7,0,6.1,0,998.3,9,
01-Jan-12,10.3,2.7,0,3.9,2,992.1,6.253,
02-Jan-12,7.4,1.4,0,-2.2,3.4,992.1,3.198,
03-Jan-12,12,3.1,0,-1.1,5.4,991,5.215,
04-Jan-12,10.2,3.1,0,-0.2,4.1,1002.3,4.257,
05-Jan-12,10,4.2,0,3.9,6.6,1006.1,5.948,
06-Jan-12,10.6,3.2,0,-0.9,2.6,1016.7,5.251,
07-Jan-12,8.7,5.7,0,2.6,0,1017.2,6.044,
08-Jan-12,11.7,7,0,3,0,1020.5,7.261,
09-Jan-12,10.1,5.5,0,5.9,0.6,1021.7,7.449,
10-Jan-12,11.4,6.8,0,-0.5,0.1,1023.5,7.23,
11-Jan-12,12.2,9.7,0,7.9,0.3,1022.6,8.865,
12-Jan-12,11.2,2.4,0,4.5,1.1,1022.8,7.967,
13-Jan-12,6.7,-0.7,0,-5.1,0,1027,3.327,
14-Jan-12,7.3,-1.3,0,-6.5,0,1020.2,2.953,
15-Jan-12,6.4,4.9,0,-2.6,0,1014.5,4.096,
16-Jan-12,6.8,0.4,0,-5,0,1016.2,3.21,
17-Jan-12,11.2,2.5,0,-4.5,0,1014.1,4.563,
18-Jan-12,11.8,5.8,0,5.5,0.1,1013.5,7.445,
19-Jan-12,8.1,4,0,-1.2,2,1013.3,5.796,
20-Jan-12,11.2,4.4,0,0.9,0.1,1012.2,6.224,
21-Jan-12,10.8,5.6,0,6,0.2,1008.1,7.299,
22-Jan-12,9.7,4.8,0,2.8,0,1009.1,6.207,
23-Jan-12,8.2,2,0,-0.4,0.1,1014,5.188,
24-Jan-12,11.8,5.3,0,-3.9,5.8,1010.2,7.291,
25-Jan-12,11.9,1.6,0,7,6.3,999.7,8.1,
26-Jan-12,5.5,0.9,0,-4.4,2.4,998.4,4.589,
27-Jan-12,6.6,0.9,0,-1.4,0.9,1013.7,3.496,
28-Jan-12,4.8,-1.3,0,-6.8,0.4,1024.2,2.582,
29-Jan-12,8.5,4,0,-3.1,23.6,1021.2,5.293,
30-Jan-12,5,3.9,0,3.3,1,1017.2,4.938,
31-Jan-12,4.6,3.2,0,2.3,0.1,1020.9,4.121,
01-Feb-12,4.4,-3.5,0,-6.1,0,1028.9,2.678,
02-Feb-12,4.2,-4.4,0,-10.3,0,1031.3,1.079,
03-Feb-12,5.7,-5.3,0,-10.4,0,1030.6,0.445,
04-Feb-12,9.2,1.3,0,-5.4,3.9,1022.5,1.878,
05-Feb-12,7.3,2.5,0,-0.3,0.1,1023,3.323,
06-Feb-12,9.5,4.5,0,2.6,0.3,1028.2,5.34,
07-Feb-12,8.6,1.7,0,-2.5,0,1032,4.382,
08-Feb-12,5.5,3.1,0,-3.2,0,1032.3,3.745,
09-Feb-12,9.6,4.7,0,2.3,3.2,1029.2,5.832,
10-Feb-12,9.6,6.7,0,6.8,1.3,1026.3,7.445,
11-Feb-12,9.6,5.6,0,4.3,1.5,1027.2,7.108,
12-Feb-12,7.9,3.7,0,-1.3,0,1030.3,6.524,
13-Feb-12,8.9,4.6,0,0.7,0,1027.9,6.25,
14-Feb-12,9.4,5.1,0,-1.2,0,1026.9,6.069,
15-Feb-12,10.2,6.8,0,3.6,0,1026.9,6.961,
16-Feb-12,10.4,6.8,0,5.5,0,1023.1,7.258,
17-Feb-12,11.9,8.2,0,7.6,0.9,1012.6,8.735,
18-Feb-12,8.4,0.9,0,4.2,2.6,1006.1,7.378,
19-Feb-12,7.8,-0.2,0,-3.6,0.1,1019.2,4.647,
20-Feb-12,9.5,0.2,0,-4.4,0.1,1020.3,5.227,
21-Feb-12,13.2,8.9,0,6.3,0,1014.8,7.945,
22-Feb-12,14.6,10.6,0,8.5,1.9,1008.8,9.665,
23-Feb-12,15,11.3,0,9.7,0.1,1014.5,10.695,
24-Feb-12,11.9,6.4,0,9.4,1.8,1020.5,10.495,
25-Feb-12,9.7,2.7,0,-1.7,0,1023.2,8.064,
26-Feb-12,12.8,6.4,0,4.9,0.6,1020.2,9.438,
27-Feb-12,11.5,9.1,0,6.6,1,1016,9.637,
28-Feb-12,12.1,8.8,0,9.1,0,1017.2,10.128,
29-Feb-12,13.3,8.5,0,7,0,1015.2,9.72,
01-Mar-12,14.9,4.7,0,0.9,0,1017.8,9.033,
02-Mar-12,12.3,5.6,0,-0.8,0,1014.2,8.653,
03-Mar-12,11.9,4.1,0,-0.6,2.7,1006.7,8.935,
04-Mar-12,8.5,0.3,0,-2.9,0.6,1015.5,7.241,
05-Mar-12,11,1,0,-4.3,0,1022.3,6.167,
06-Mar-12,11.8,0.4,0,-4,0.2,1012.7,5.958,
07-Mar-12,11.8,3.7,0,3.7,0.3,1009.9,8.231,
08-Mar-12,13.2,3.6,0,-0.6,0,1020.9,7.098,
09-Mar-12,13.6,9.2,0,4.2,0,1025.2,9.035,
10-Mar-12,13.1,10.3,0,6.6,0,1030.9,10.51,
11-Mar-12,11.1,7.8,0,8.4,0,1032.6,10.512,
12-Mar-12,13.6,8.7,0,8.1,0,1029.7,11.012,
13-Mar-12,9.7,2.8,0,5.8,0,1027.8,9.825,
14-Mar-12,11.3,0.1,0,-4,0,1023.4,7.864,
15-Mar-12,12.4,6.5,0,4.4,0,1015.8,9.675,
16-Mar-12,11.5,6.6,0,8.1,6.5,1007.2,9.938,
17-Mar-12,9.4,2.3,0,-1.4,12.6,1004.6,7.276,
18-Mar-12,11.7,1.6,0,-1.7,4.7,1014.8,7.989,
19-Mar-12,13.1,0.7,0,-4.8,0,1024.2,7.909,
20-Mar-12,13.4,7.9,0,2.4,0,1026.2,8.654,
21-Mar-12,11.6,3.5,0,4.9,0,1026.9,9.505,
22-Mar-12,12.6,2.8,0,-2.6,0,1022.8,7.937,
23-Mar-12,13.1,7.1,0,1,0.5,1018.6,9.355,
24-Mar-12,17.5,6.2,0,0.6,0,1020.8,9.917,
25-Mar-12,20.7,6.6,0,0.9,0,1025.5,11.32,
26-Mar-12,16.3,2.9,0,-2,0,1029.5,10.68,
27-Mar-12,18.6,2.8,0,-1.7,0,1030.2,11.055,
28-Mar-12,19.9,1.2,0,-3,0,1028.6,11.45,
29-Mar-12,18.5,3.5,0,-1,0,1026.4,11.845,
30-Mar-12,12.7,8.5,0,2.5,0,1022,11.925,
31-Mar-12,12,2.5,0,5.3,0,1017.8,11.325,
01-Apr-12,12.8,-0.4,0,-3.7,0,1015.5,9.9,
02-Apr-12,10.6,6.2,0,5.3,2.6,1007.1,10.43,
03-Apr-12,8.3,1.9,0,1.9,3,1003,8.592,
04-Apr-12,8,1.4,0,0,0,1013,6.896,
05-Apr-12,9,1.3,0,-2.5,0,1018,8.215,
06-Apr-12,11.4,3.1,0,-1,0,1012.6,9.358,
07-Apr-12,13.8,7.9,0,4.8,0,1010.1,11.282,
08-Apr-12,12.6,7.4,0,7.2,0,1004.3,11.427,
09-Apr-12,11.7,4.2,0,6.4,9.2,986.6,10.602,
